"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Junb",-0.810775589813314,0.00480997665315044,0.868103685221382,16477,"CON-DOM","down",0.812606124354489,0.0319101337055765,0.996111667085965,"up"
"Ints1",-0.323599321677759,0.00485122687602935,0.868103685221382,68510,"CON-DOM","down",0.32876416382766,0.0313499989080799,0.996111667085965,"up"
"Etv5",-0.730863303237374,0.00514245457011741,0.868103685221382,104156,"CON-DOM","down",0.769365913162398,0.0260362666598034,0.996111667085965,"up"
"Olfr539",-0.447585691655483,0.00517712603455516,0.868103685221382,258963,"CON-DOM","down",0.487584078442417,0.0267086729659341,0.996111667085965,"up"
"Smtn",-0.773766179439599,0.00538421693223124,0.868103685221382,29856,"CON-DOM","down",0.853685507877611,0.0125221625551982,0.996111667085965,"up"
"Aff3",-0.37115687639234,0.00568351123050779,0.868103685221382,16764,"CON-DOM","down",0.399540046929544,0.0245736140503617,0.996111667085965,"up"
"Il31ra",0.898989479162107,0.00577300032015446,0.868103685221382,218624,"CON-DOM","up",-1.09901399784891,0.0161769292491341,0.996111667085965,"down"
"Arl4d",-0.853901094217439,0.0058634311341789,0.868103685221382,80981,"CON-DOM","down",1.13381566045595,0.008728070398071,0.996111667085965,"up"
"Kcnn2",-0.407901277090796,0.00591168846809073,0.868103685221382,140492,"CON-DOM","down",0.416037728135442,0.0339388466385507,0.996111667085965,"up"
"Mapkapk2",-0.501179361946015,0.00627031288646493,0.868103685221382,17164,"CON-DOM","down",0.573827666918327,0.0199559104239032,0.996111667085965,"up"
"Arc",-1.18667576249178,0.0065466758034015,0.868103685221382,11838,"CON-DOM","down",1.47914299545763,0.00624439711893868,0.996111667085965,"up"
"Fnbp1l",-0.311432106362301,0.00677966268294916,0.868103685221382,214459,"CON-DOM","down",0.331815248643047,0.0373785414898841,0.996111667085965,"up"
"Igsf9b",-0.328276328058173,0.00696329324768653,0.868103685221382,235086,"CON-DOM","down",0.407318992103513,0.0115757606453302,0.996111667085965,"up"
"1810055G02Rik",-0.504373846392929,0.00702749411074338,0.868103685221382,72056,"CON-DOM","down",0.654655038382543,0.00636902324695491,0.996111667085965,"up"
"Alkbh6",-0.405057415227674,0.00742582808675912,0.868103685221382,233065,"CON-DOM","down",0.520718171057547,0.00666375279473141,0.996111667085965,"up"
"Lsm5",0.660810599258089,0.00756440291964159,0.868103685221382,66373,"CON-DOM","up",-0.674085738028752,0.0489480161399384,0.996111667085965,"down"
"Tpd52l1",0.689413603864425,0.00764072264942465,0.868103685221382,21987,"CON-DOM","up",-0.720016231875812,0.0468174838176592,0.996111667085965,"down"
"Slc28a3",0.669071575816115,0.00783741338224953,0.868103685221382,114304,"CON-DOM","up",-0.892686326821328,0.0191020152746425,0.996111667085965,"down"
"Kcnh7",-0.433518445570384,0.00789112940681463,0.868103685221382,170738,"CON-DOM","down",0.495497030513694,0.0205335110449062,0.996111667085965,"up"
"Ccdc117",-0.468396205532034,0.00836130601241933,0.868103685221382,104479,"CON-DOM","down",0.560864428220607,0.0124512884474364,0.996111667085965,"up"
"Tnks1bp1",-0.362011066319285,0.00844501951947125,0.868103685221382,228140,"CON-DOM","down",0.603422676415159,0.000423501655537648,0.996111667085965,"up"
