"Cage","winner","loser","score","batch","batch.cage","group","time","id","pre_batchcage","date","hrs","min","sec","lightsoff","ztime"
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,59,35,11,10775
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,14,1,37,11,10897
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,14,1,51,11,10911
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,14,2,13,11,10933
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,14,2,35,11,10955
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,14,3,54,11,11034
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,14,4,36,11,11076
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,14,4,58,11,11098
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,14,5,18,11,11118
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,14,6,39,11,11199
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,14,8,18,11,11298
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,14,8,41,11,11321
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,14,13,57,11,11637
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,14,14,6,11,11646
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,14,15,17,11,11717
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,14,16,44,11,11804
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,13,54,27,11,10467
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,13,55,26,11,10526
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,13,56,41,11,10601
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-30,13,56,58,11,10618
"Cage 1",1,2,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-30,13,57,10,11,10630
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,0,30,11,10830
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,1,15,11,10875
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,1,43,11,10903
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,4,22,11,11062
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,4,38,11,11078
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,4,52,11,11092
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,5,27,11,11127
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,5,58,11,11158
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,6,21,11,11181
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,6,39,11,11199
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,7,15,11,11235
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,12,12,11,11532
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,12,31,11,11551
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,12,58,11,11578
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,13,32,11,11612
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,16,18,11,11778
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,22,20,11,12140
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,23,50,11,12230
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,24,13,11,12253
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,26,36,11,12396
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,27,3,11,12423
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,27,38,11,12458
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-30,14,27,53,11,12473
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-30,14,28,7,11,12487
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,28,23,11,12503
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,28,34,11,12514
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,33,0,11,12780
"Cage 4",4,1,1,"3","Batch 3 Cage 4","control","25 hours",4,"Batch 3 Cage 4",2019-10-30,14,33,57,11,12837
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-30,14,34,43,11,12883
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,35,34,11,12934
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,38,29,11,13109
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,39,13,11,13153
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-30,14,39,26,11,13166
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,39,45,11,13185
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,41,58,11,13318
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,43,16,11,13396
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,44,4,11,13444
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-30,14,46,8,11,13568
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-30,14,46,28,11,13588
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,51,12,11,13872
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,51,28,11,13888
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-30,14,51,53,11,13913
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,2,45,10,18165
"Cage 5",4,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-01,15,6,52,10,18412
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,8,19,10,18499
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,8,36,10,18516
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,8,53,10,18533
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,9,25,10,18565
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,11,17,10,18677
"Cage 3",2,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,12,55,10,18775
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,15,42,10,18942
"Cage 3",2,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,17,16,10,19036
"Cage 3",2,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,17,56,10,19076
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,19,2,10,19142
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-01,15,19,42,10,19182
"Cage 5",4,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-01,15,20,9,10,19209
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,23,4,10,19384
"Cage 3",3,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",3,"Batch 4 Cage 3",2019-11-01,15,26,44,10,19604
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,28,57,10,19737
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,30,30,10,19830
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,31,56,10,19916
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,35,19,10,20119
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-01,15,36,44,10,20204
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,36,51,10,20211
"Cage 4",2,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",2,"Batch 4 Cage 4",2019-11-01,15,41,0,10,20460
"Cage 4",2,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",2,"Batch 4 Cage 4",2019-11-01,15,42,19,10,20539
"Cage 3",4,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",4,"Batch 4 Cage 3",2019-11-01,15,42,32,10,20552
"Cage 3",2,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,43,50,10,20630
"Cage 3",3,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",3,"Batch 4 Cage 3",2019-11-01,15,45,59,10,20759
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,46,59,10,20819
"Cage 2",2,3,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,47,7,10,20827
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,47,23,10,20843
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-01,15,48,15,10,20895
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-01,15,48,34,10,20914
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,50,2,10,21002
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-01,15,50,20,10,21020
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-01,15,50,53,10,21053
"Cage 1",4,2,1,"4","Batch 4 Cage 1","control","25 hours",4,"Batch 4 Cage 1",2019-11-01,15,51,23,10,21083
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-01,15,51,47,10,21107
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-01,15,53,21,10,21201
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-01,15,53,43,10,21223
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,11,30,36,10,5436
"Cage 3",1,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",1,"Batch 4 Cage 3",2019-11-02,11,31,30,10,5490
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,32,7,10,5527
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,32,42,10,5562
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,11,33,2,10,5582
"Cage 5",4,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,11,34,3,10,5643
"Cage 4",2,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",2,"Batch 4 Cage 4",2019-11-02,11,34,29,10,5669
"Cage 4",4,2,1,"4","Batch 4 Cage 4","reorganized","25 hours",4,"Batch 4 Cage 4",2019-11-02,11,35,43,10,5743
"Cage 5",4,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,11,36,2,10,5762
"Cage 5",4,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,11,36,12,10,5772
"Cage 5",4,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,11,36,37,10,5797
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,40,5,10,6005
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,41,26,10,6086
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,44,58,10,6298
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,45,31,10,6331
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,11,46,13,10,6373
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,47,34,10,6454
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,48,22,10,6502
"Cage 5",4,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,11,50,23,10,6623
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,11,50,41,10,6641
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,51,9,10,6669
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,11,51,48,10,6708
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,52,42,10,6762
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,11,53,20,10,6800
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,11,55,58,10,6958
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,11,57,20,10,7040
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,58,24,10,7104
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,11,59,51,10,7191
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,1,21,10,7281
"Cage 5",4,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,12,6,30,10,7590
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,12,8,38,10,7718
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,10,19,10,7819
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,11,8,10,7868
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,15,45,10,8145
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,19,19,10,8359
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,19,32,10,8372
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,21,38,10,8498
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,23,36,10,8616
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,29,27,10,8967
"Cage 3",3,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",3,"Batch 4 Cage 3",2019-11-02,12,36,18,10,9378
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-02,12,36,27,10,9387
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-02,12,39,29,10,9569
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-02,12,40,23,10,9623
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,41,36,10,9696
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-02,12,43,35,10,9815
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-02,12,44,6,10,9846
"Cage 5",4,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",4,"Batch 4 Cage 5",2019-11-02,12,44,41,10,9881
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,45,35,10,9935
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,12,46,20,10,9980
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,46,41,10,10001
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,12,47,4,10,10024
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-02,12,48,34,10,10114
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,12,49,28,10,10168
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,12,58,44,10,10724
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,12,59,12,10,10752
"Cage 3",3,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",3,"Batch 4 Cage 3",2019-11-02,13,1,30,10,10890
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-02,13,2,10,10,10930
"Cage 3",2,4,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-02,13,2,44,10,10964
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,13,3,20,10,11000
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,13,4,17,10,11057
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,13,4,52,10,11092
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,13,6,17,10,11177
"Cage 3",3,1,1,"4","Batch 4 Cage 3","reorganized","25 hours",3,"Batch 4 Cage 3",2019-11-02,13,7,51,10,11271
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,13,8,6,10,11286
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,13,8,29,10,11309
"Cage 2",2,1,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,13,11,55,10,11515
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,13,13,21,10,11601
"Cage 1",3,4,1,"4","Batch 4 Cage 1","control","25 hours",3,"Batch 4 Cage 1",2019-11-02,13,14,13,10,11653
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,13,17,5,10,11825
"Cage 1",1,4,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-02,13,19,17,10,11957
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-02,13,20,21,10,12021
"Cage 4",2,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",2,"Batch 4 Cage 4",2019-11-02,13,22,20,10,12140
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-02,13,22,35,10,12155
"Cage 2",2,4,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-03,11,13,32,10,4412
"Cage 2",2,3,1,"4","Batch 4 Cage 2","reorganized","25 hours",2,"Batch 4 Cage 2",2019-11-03,11,13,43,10,4423
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-03,11,14,5,10,4445
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-03,11,14,53,10,4493
"Cage 1",2,3,1,"4","Batch 4 Cage 1","control","25 hours",2,"Batch 4 Cage 1",2019-11-03,11,15,26,10,4526
"Cage 1",1,3,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,15,47,10,4547
"Cage 5",1,4,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-03,11,16,22,10,4582
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-03,11,17,50,10,4670
"Cage 1",1,2,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,21,13,10,4873
"Cage 1",1,2,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,21,24,10,4884
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-03,11,23,4,10,4984
"Cage 5",3,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",3,"Batch 4 Cage 5",2019-11-03,11,23,28,10,5008
"Cage 1",1,3,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,24,4,10,5044
"Cage 1",1,3,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,24,13,10,5053
"Cage 1",1,3,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,24,56,10,5096
"Cage 4",1,2,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-03,11,25,14,10,5114
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-03,11,26,53,10,5213
"Cage 1",1,2,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,27,21,10,5241
"Cage 1",1,3,1,"4","Batch 4 Cage 1","control","25 hours",1,"Batch 4 Cage 1",2019-11-03,11,27,42,10,5262
"Cage 5",1,2,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-03,11,28,29,10,5309
"Cage 3",2,3,1,"4","Batch 4 Cage 3","reorganized","25 hours",2,"Batch 4 Cage 3",2019-11-03,11,29,5,10,5345
"Cage 4",1,4,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-03,11,29,26,10,5366
"Cage 4",1,3,1,"4","Batch 4 Cage 4","reorganized","25 hours",1,"Batch 4 Cage 4",2019-11-03,11,29,37,10,5377
"Cage 1",2,3,1,"4","Batch 4 Cage 1","control","25 hours",2,"Batch 4 Cage 1",2019-11-03,11,30,33,10,5433
"Cage 5",1,3,1,"4","Batch 4 Cage 5","reorganized","25 hours",1,"Batch 4 Cage 5",2019-11-03,11,32,29,10,5549
